symbol,observation_date,value
Rental Vacancy Rate in the United States,1999/4/1,8.1
Rental Vacancy Rate in the United States,1999/7/1,8.2
Rental Vacancy Rate in the United States,1999/10/1,7.9
Rental Vacancy Rate in the United States,2000/1/1,7.9
Rental Vacancy Rate in the United States,2000/4/1,8
Rental Vacancy Rate in the United States,2000/7/1,8.2
Rental Vacancy Rate in the United States,2000/10/1,7.8
Rental Vacancy Rate in the United States,2001/1/1,8.2
Rental Vacancy Rate in the United States,2001/4/1,8.3
Rental Vacancy Rate in the United States,2001/7/1,8.4
Rental Vacancy Rate in the United States,2001/10/1,8.8
Rental Vacancy Rate in the United States,2002/1/1,9.1
Rental Vacancy Rate in the United States,2002/4/1,8.4
Rental Vacancy Rate in the United States,2002/7/1,9
Rental Vacancy Rate in the United States,2002/10/1,9.3
Rental Vacancy Rate in the United States,2003/1/1,9.4
Rental Vacancy Rate in the United States,2003/4/1,9.6
Rental Vacancy Rate in the United States,2003/7/1,9.9
Rental Vacancy Rate in the United States,2003/10/1,10.2
Rental Vacancy Rate in the United States,2004/1/1,10.4
Rental Vacancy Rate in the United States,2004/4/1,10.2
Rental Vacancy Rate in the United States,2004/7/1,10.1
Rental Vacancy Rate in the United States,2004/10/1,10
Rental Vacancy Rate in the United States,2005/1/1,10.1
Rental Vacancy Rate in the United States,2005/4/1,9.8
Rental Vacancy Rate in the United States,2005/7/1,9.9
Rental Vacancy Rate in the United States,2005/10/1,9.6
Rental Vacancy Rate in the United States,2006/1/1,9.5
Rental Vacancy Rate in the United States,2006/4/1,9.6
Rental Vacancy Rate in the United States,2006/7/1,9.9
Rental Vacancy Rate in the United States,2006/10/1,9.8
Rental Vacancy Rate in the United States,2007/1/1,10.1
Rental Vacancy Rate in the United States,2007/4/1,9.5
Rental Vacancy Rate in the United States,2007/7/1,9.8
Rental Vacancy Rate in the United States,2007/10/1,9.6
Rental Vacancy Rate in the United States,2008/1/1,10.1
Rental Vacancy Rate in the United States,2008/4/1,10
Rental Vacancy Rate in the United States,2008/7/1,9.9
Rental Vacancy Rate in the United States,2008/10/1,10.1
Rental Vacancy Rate in the United States,2009/1/1,10.1
Rental Vacancy Rate in the United States,2009/4/1,10.6
Rental Vacancy Rate in the United States,2009/7/1,11.1
Rental Vacancy Rate in the United States,2009/10/1,10.7
Rental Vacancy Rate in the United States,2010/1/1,10.6
Rental Vacancy Rate in the United States,2010/4/1,10.6
Rental Vacancy Rate in the United States,2010/7/1,10.3
Rental Vacancy Rate in the United States,2010/10/1,9.4
Rental Vacancy Rate in the United States,2011/1/1,9.7
Rental Vacancy Rate in the United States,2011/4/1,9.2
Rental Vacancy Rate in the United States,2011/7/1,9.8
Rental Vacancy Rate in the United States,2011/10/1,9.4
Rental Vacancy Rate in the United States,2012/1/1,8.8
Rental Vacancy Rate in the United States,2012/4/1,8.6
Rental Vacancy Rate in the United States,2012/7/1,8.6
Rental Vacancy Rate in the United States,2012/10/1,8.7
Rental Vacancy Rate in the United States,2013/1/1,8.6
Rental Vacancy Rate in the United States,2013/4/1,8.2
Rental Vacancy Rate in the United States,2013/7/1,8.3
Rental Vacancy Rate in the United States,2013/10/1,8.2
Rental Vacancy Rate in the United States,2014/1/1,8.3
Rental Vacancy Rate in the United States,2014/4/1,7.5
Rental Vacancy Rate in the United States,2014/7/1,7.4
Rental Vacancy Rate in the United States,2014/10/1,7
Rental Vacancy Rate in the United States,2015/1/1,7.1
Rental Vacancy Rate in the United States,2015/4/1,6.8
Rental Vacancy Rate in the United States,2015/7/1,7.3
Rental Vacancy Rate in the United States,2015/10/1,7
Rental Vacancy Rate in the United States,2016/1/1,7
Rental Vacancy Rate in the United States,2016/4/1,6.7
Rental Vacancy Rate in the United States,2016/7/1,6.8
Rental Vacancy Rate in the United States,2016/10/1,6.9
Rental Vacancy Rate in the United States,2017/1/1,7
Rental Vacancy Rate in the United States,2017/4/1,7.3
Rental Vacancy Rate in the United States,2017/7/1,7.5
Rental Vacancy Rate in the United States,2017/10/1,6.9
Rental Vacancy Rate in the United States,2018/1/1,7
Rental Vacancy Rate in the United States,2018/4/1,6.8
Rental Vacancy Rate in the United States,2018/7/1,7.1
Rental Vacancy Rate in the United States,2018/10/1,6.6
Rental Vacancy Rate in the United States,2019/1/1,7
Rental Vacancy Rate in the United States,2019/4/1,6.8
Rental Vacancy Rate in the United States,2019/7/1,6.8
Rental Vacancy Rate in the United States,2019/10/1,6.4
Rental Vacancy Rate in the United States,2020/1/1,6.6
Rental Vacancy Rate in the United States,2020/4/1,5.7
Rental Vacancy Rate in the United States,2020/7/1,6.4
Rental Vacancy Rate in the United States,2020/10/1,6.5
Rental Vacancy Rate in the United States,2021/1/1,6.8
Rental Vacancy Rate in the United States,2021/4/1,6.2
Rental Vacancy Rate in the United States,2021/7/1,5.8
Rental Vacancy Rate in the United States,2021/10/1,5.6
Rental Vacancy Rate in the United States,2022/1/1,5.8
Rental Vacancy Rate in the United States,2022/4/1,5.6
Rental Vacancy Rate in the United States,2022/7/1,6
Rental Vacancy Rate in the United States,2022/10/1,5.8
Rental Vacancy Rate in the United States,2023/1/1,6.4
Rental Vacancy Rate in the United States,2023/4/1,6.3
Rental Vacancy Rate in the United States,2023/7/1,6.6
Rental Vacancy Rate in the United States,2023/10/1,6.6
Rental Vacancy Rate in the United States,2024/1/1,6.6
Rental Vacancy Rate in the United States,2024/4/1,6.6
Homeownership Rate in the United States,1965/1/1,62.9
Homeownership Rate in the United States,1965/4/1,62.9
Homeownership Rate in the United States,1965/7/1,62.9
Homeownership Rate in the United States,1965/10/1,63.4
Homeownership Rate in the United States,1966/1/1,63.5
Homeownership Rate in the United States,1966/4/1,63.2
Homeownership Rate in the United States,1966/7/1,63.3
Homeownership Rate in the United States,1966/10/1,63.8
Homeownership Rate in the United States,1967/1/1,63.3
Homeownership Rate in the United States,1967/4/1,63.9
Homeownership Rate in the United States,1967/7/1,63.8
Homeownership Rate in the United States,1967/10/1,63.5
Homeownership Rate in the United States,1968/1/1,63.6
Homeownership Rate in the United States,1968/4/1,64.1
Homeownership Rate in the United States,1968/7/1,64.1
Homeownership Rate in the United States,1968/10/1,63.6
Homeownership Rate in the United States,1969/1/1,64.1
Homeownership Rate in the United States,1969/4/1,64.4
Homeownership Rate in the United States,1969/7/1,64.4
Homeownership Rate in the United States,1969/10/1,64.4
Homeownership Rate in the United States,1970/1/1,64.3
Homeownership Rate in the United States,1970/4/1,64
Homeownership Rate in the United States,1970/7/1,64.4
Homeownership Rate in the United States,1970/10/1,64
Homeownership Rate in the United States,1971/1/1,64
Homeownership Rate in the United States,1971/4/1,64.1
Homeownership Rate in the United States,1971/7/1,64.4
Homeownership Rate in the United States,1971/10/1,64.5
Homeownership Rate in the United States,1972/1/1,64.3
Homeownership Rate in the United States,1972/4/1,64.5
Homeownership Rate in the United States,1972/7/1,64.3
Homeownership Rate in the United States,1972/10/1,64.4
Homeownership Rate in the United States,1973/1/1,64.9
Homeownership Rate in the United States,1973/4/1,64.4
Homeownership Rate in the United States,1973/7/1,64.4
Homeownership Rate in the United States,1973/10/1,64.4
Homeownership Rate in the United States,1974/1/1,64.8
Homeownership Rate in the United States,1974/4/1,64.8
Homeownership Rate in the United States,1974/7/1,64.6
Homeownership Rate in the United States,1974/10/1,64.4
Homeownership Rate in the United States,1975/1/1,64.4
Homeownership Rate in the United States,1975/4/1,64.9
Homeownership Rate in the United States,1975/7/1,64.6
Homeownership Rate in the United States,1975/10/1,64.5
Homeownership Rate in the United States,1976/1/1,64.6
Homeownership Rate in the United States,1976/4/1,64.6
Homeownership Rate in the United States,1976/7/1,64.9
Homeownership Rate in the United States,1976/10/1,64.8
Homeownership Rate in the United States,1977/1/1,64.8
Homeownership Rate in the United States,1977/4/1,64.5
Homeownership Rate in the United States,1977/7/1,65
Homeownership Rate in the United States,1977/10/1,64.9
Homeownership Rate in the United States,1978/1/1,64.8
Homeownership Rate in the United States,1978/4/1,64.4
Homeownership Rate in the United States,1978/7/1,65.2
Homeownership Rate in the United States,1978/10/1,65.4
Homeownership Rate in the United States,1979/1/1,64.8
Homeownership Rate in the United States,1979/4/1,64.9
Homeownership Rate in the United States,1979/7/1,65.8
Homeownership Rate in the United States,1979/10/1,65.4
Homeownership Rate in the United States,1980/1/1,65.5
Homeownership Rate in the United States,1980/4/1,65.5
Homeownership Rate in the United States,1980/7/1,65.8
Homeownership Rate in the United States,1980/10/1,65.5
Homeownership Rate in the United States,1981/1/1,65.6
Homeownership Rate in the United States,1981/4/1,65.3
Homeownership Rate in the United States,1981/7/1,65.6
Homeownership Rate in the United States,1981/10/1,65.2
Homeownership Rate in the United States,1982/1/1,64.8
Homeownership Rate in the United States,1982/4/1,64.9
Homeownership Rate in the United States,1982/7/1,64.9
Homeownership Rate in the United States,1982/10/1,64.5
Homeownership Rate in the United States,1983/1/1,64.7
Homeownership Rate in the United States,1983/4/1,64.7
Homeownership Rate in the United States,1983/7/1,64.8
Homeownership Rate in the United States,1983/10/1,64.4
Homeownership Rate in the United States,1984/1/1,64.6
Homeownership Rate in the United States,1984/4/1,64.6
Homeownership Rate in the United States,1984/7/1,64.6
Homeownership Rate in the United States,1984/10/1,64.1
Homeownership Rate in the United States,1985/1/1,64.1
Homeownership Rate in the United States,1985/4/1,64.1
Homeownership Rate in the United States,1985/7/1,63.9
Homeownership Rate in the United States,1985/10/1,63.5
Homeownership Rate in the United States,1986/1/1,63.6
Homeownership Rate in the United States,1986/4/1,63.8
Homeownership Rate in the United States,1986/7/1,63.8
Homeownership Rate in the United States,1986/10/1,63.9
Homeownership Rate in the United States,1987/1/1,63.8
Homeownership Rate in the United States,1987/4/1,63.8
Homeownership Rate in the United States,1987/7/1,64.2
Homeownership Rate in the United States,1987/10/1,64.1
Homeownership Rate in the United States,1988/1/1,63.7
Homeownership Rate in the United States,1988/4/1,63.7
Homeownership Rate in the United States,1988/7/1,64
Homeownership Rate in the United States,1988/10/1,63.8
Homeownership Rate in the United States,1989/1/1,63.9
Homeownership Rate in the United States,1989/4/1,63.8
Homeownership Rate in the United States,1989/7/1,64.1
Homeownership Rate in the United States,1989/10/1,63.8
Homeownership Rate in the United States,1990/1/1,64
Homeownership Rate in the United States,1990/4/1,63.7
Homeownership Rate in the United States,1990/7/1,64
Homeownership Rate in the United States,1990/10/1,64.1
Homeownership Rate in the United States,1991/1/1,63.9
Homeownership Rate in the United States,1991/4/1,63.9
Homeownership Rate in the United States,1991/7/1,64.2
Homeownership Rate in the United States,1991/10/1,64.2
Homeownership Rate in the United States,1992/1/1,64
Homeownership Rate in the United States,1992/4/1,63.9
Homeownership Rate in the United States,1992/7/1,64.3
Homeownership Rate in the United States,1992/10/1,64.4
Homeownership Rate in the United States,1993/1/1,64.2
Homeownership Rate in the United States,1993/4/1,64.4
Homeownership Rate in the United States,1993/7/1,64.7
Homeownership Rate in the United States,1993/10/1,64.6
Homeownership Rate in the United States,1994/1/1,63.8
Homeownership Rate in the United States,1994/4/1,63.8
Homeownership Rate in the United States,1994/7/1,64.1
Homeownership Rate in the United States,1994/10/1,64.2
Homeownership Rate in the United States,1995/1/1,64.2
Homeownership Rate in the United States,1995/4/1,64.7
Homeownership Rate in the United States,1995/7/1,65
Homeownership Rate in the United States,1995/10/1,65.1
Homeownership Rate in the United States,1996/1/1,65.1
Homeownership Rate in the United States,1996/4/1,65.4
Homeownership Rate in the United States,1996/7/1,65.6
Homeownership Rate in the United States,1996/10/1,65.4
Homeownership Rate in the United States,1997/1/1,65.4
Homeownership Rate in the United States,1997/4/1,65.7
Homeownership Rate in the United States,1997/7/1,66
Homeownership Rate in the United States,1997/10/1,65.7
Homeownership Rate in the United States,1998/1/1,65.9
Homeownership Rate in the United States,1998/4/1,66
Homeownership Rate in the United States,1998/7/1,66.8
Homeownership Rate in the United States,1998/10/1,66.4
Homeownership Rate in the United States,1999/1/1,66.7
Homeownership Rate in the United States,1999/4/1,66.6
Homeownership Rate in the United States,1999/7/1,67
Homeownership Rate in the United States,1999/10/1,66.9
Homeownership Rate in the United States,2000/1/1,67.1
Homeownership Rate in the United States,2000/4/1,67.2
Homeownership Rate in the United States,2000/7/1,67.7
Homeownership Rate in the United States,2000/10/1,67.5
Homeownership Rate in the United States,2001/1/1,67.5
Homeownership Rate in the United States,2001/4/1,67.7
Homeownership Rate in the United States,2001/7/1,68.1
Homeownership Rate in the United States,2001/10/1,68
Homeownership Rate in the United States,2002/1/1,67.8
Homeownership Rate in the United States,2002/4/1,67.6
Homeownership Rate in the United States,2002/7/1,68
Homeownership Rate in the United States,2002/10/1,68.3
Homeownership Rate in the United States,2003/1/1,68
Homeownership Rate in the United States,2003/4/1,68
Homeownership Rate in the United States,2003/7/1,68.4
Homeownership Rate in the United States,2003/10/1,68.6
Homeownership Rate in the United States,2004/1/1,68.6
Homeownership Rate in the United States,2004/4/1,69.2
Homeownership Rate in the United States,2004/7/1,69
Homeownership Rate in the United States,2004/10/1,69.2
Homeownership Rate in the United States,2005/1/1,69.1
Homeownership Rate in the United States,2005/4/1,68.6
Homeownership Rate in the United States,2005/7/1,68.8
Homeownership Rate in the United States,2005/10/1,69
Homeownership Rate in the United States,2006/1/1,68.5
Homeownership Rate in the United States,2006/4/1,68.7
Homeownership Rate in the United States,2006/7/1,69
Homeownership Rate in the United States,2006/10/1,68.9
Homeownership Rate in the United States,2007/1/1,68.4
Homeownership Rate in the United States,2007/4/1,68.2
Homeownership Rate in the United States,2007/7/1,68.2
Homeownership Rate in the United States,2007/10/1,67.8
Homeownership Rate in the United States,2008/1/1,67.8
Homeownership Rate in the United States,2008/4/1,68.1
Homeownership Rate in the United States,2008/7/1,67.9
Homeownership Rate in the United States,2008/10/1,67.5
Homeownership Rate in the United States,2009/1/1,67.3
Homeownership Rate in the United States,2009/4/1,67.4
Homeownership Rate in the United States,2009/7/1,67.6
Homeownership Rate in the United States,2009/10/1,67.2
Homeownership Rate in the United States,2010/1/1,67.1
Homeownership Rate in the United States,2010/4/1,66.9
Homeownership Rate in the United States,2010/7/1,66.9
Homeownership Rate in the United States,2010/10/1,66.5
Homeownership Rate in the United States,2011/1/1,66.4
Homeownership Rate in the United States,2011/4/1,65.9
Homeownership Rate in the United States,2011/7/1,66.3
Homeownership Rate in the United States,2011/10/1,66
Homeownership Rate in the United States,2012/1/1,65.4
Homeownership Rate in the United States,2012/4/1,65.5
Homeownership Rate in the United States,2012/7/1,65.5
Homeownership Rate in the United States,2012/10/1,65.4
Homeownership Rate in the United States,2013/1/1,65
Homeownership Rate in the United States,2013/4/1,65
Homeownership Rate in the United States,2013/7/1,65.3
Homeownership Rate in the United States,2013/10/1,65.2
Homeownership Rate in the United States,2014/1/1,64.8
Homeownership Rate in the United States,2014/4/1,64.7
Homeownership Rate in the United States,2014/7/1,64.4
Homeownership Rate in the United States,2014/10/1,64
Homeownership Rate in the United States,2015/1/1,63.7
Homeownership Rate in the United States,2015/4/1,63.4
Homeownership Rate in the United States,2015/7/1,63.7
Homeownership Rate in the United States,2015/10/1,63.8
Homeownership Rate in the United States,2016/1/1,63.5
Homeownership Rate in the United States,2016/4/1,62.9
Homeownership Rate in the United States,2016/7/1,63.5
Homeownership Rate in the United States,2016/10/1,63.7
Homeownership Rate in the United States,2017/1/1,63.6
Homeownership Rate in the United States,2017/4/1,63.7
Homeownership Rate in the United States,2017/7/1,63.9
Homeownership Rate in the United States,2017/10/1,64.2
Homeownership Rate in the United States,2018/1/1,64.2
Homeownership Rate in the United States,2018/4/1,64.3
Homeownership Rate in the United States,2018/7/1,64.4
Homeownership Rate in the United States,2018/10/1,64.8
Homeownership Rate in the United States,2019/1/1,64.2
Homeownership Rate in the United States,2019/4/1,64.1
Homeownership Rate in the United States,2019/7/1,64.8
Homeownership Rate in the United States,2019/10/1,65.1
Homeownership Rate in the United States,2020/1/1,65.3
Homeownership Rate in the United States,2020/4/1,67.9
Homeownership Rate in the United States,2020/7/1,67.4
Homeownership Rate in the United States,2020/10/1,65.8
Homeownership Rate in the United States,2021/1/1,65.6
Homeownership Rate in the United States,2021/4/1,65.4
Homeownership Rate in the United States,2021/7/1,65.4
Homeownership Rate in the United States,2021/10/1,65.5
Homeownership Rate in the United States,2022/1/1,65.4
Homeownership Rate in the United States,2022/4/1,65.8
Homeownership Rate in the United States,2022/7/1,66
Homeownership Rate in the United States,2022/10/1,65.9
Homeownership Rate in the United States,2023/1/1,66
Homeownership Rate in the United States,2023/4/1,65.9
Homeownership Rate in the United States,2023/7/1,66
Homeownership Rate in the United States,2023/10/1,65.7
Homeownership Rate in the United States,2024/1/1,65.6
Homeownership Rate in the United States,2024/4/1,65.6
