symbol,date,price
GOOG,2008/7/1,473.75
GOOG,2008/8/1,463.29
GOOG,2008/9/1,400.52
GOOG,2008/10/1,359.36
GOOG,2008/11/1,292.96
GOOG,2008/12/1,307.65
GOOG,2009/1/1,338.53
GOOG,2009/2/1,337.99
GOOG,2009/3/1,348.06
GOOG,2009/4/1,395.97
GOOG,2009/5/1,417.23
GOOG,2009/6/1,421.59
GOOG,2009/7/1,443.05
GOOG,2009/8/1,461.67
GOOG,2009/9/1,495.85
GOOG,2009/10/1,536.12
GOOG,2009/11/1,583
GOOG,2009/12/1,619.98
GOOG,2010/1/1,529.94
GOOG,2010/2/1,526.8
GOOG,2010/3/1,560.19
