symbol,observation_date,value
 PAYEMS,2009/6/1,88.3
 PAYEMS,2009/7/1,87.8
 PAYEMS,2009/8/1,87.3
 PAYEMS,2009/9/1,87.5
 PAYEMS,2009/10/1,87.9
 PAYEMS,2009/11/1,87.7
 PAYEMS,2009/12/1,87.7
 PAYEMS,2010/1/1,87.5
 PAYEMS,2010/2/1,87.5
 PAYEMS,2010/3/1,87.6
 PAYEMS,2010/4/1,87.4
 PAYEMS,2010/5/1,87.3
 PAYEMS,2010/6/1,87.5
 PAYEMS,2010/7/1,87.1
 PAYEMS,2010/8/1,86.8
 PAYEMS,2010/9/1,87.5
 PAYEMS,2010/10/1,87.4
 PAYEMS,2010/11/1,87.2
 PAYEMS,2010/12/1,87.3
 PAYEMS,2011/1/1,87.6
 PAYEMS,2011/2/1,87.6
 PAYEMS,2011/3/1,87.5
 PAYEMS,2011/4/1,87.5
 PAYEMS,2011/5/1,87.6
 PAYEMS,2011/6/1,87.5
 PAYEMS,2011/7/1,87.8
 PAYEMS,2011/8/1,87.8
 PAYEMS,2011/9/1,88.2
 PAYEMS,2011/10/1,88.1
 PAYEMS,2011/11/1,88.1
 PAYEMS,2011/12/1,88.2
 PAYEMS,2012/1/1,88.3
 PAYEMS,2012/2/1,88.4
 PAYEMS,2012/3/1,88.6
 PAYEMS,2012/4/1,89.1
 PAYEMS,2012/5/1,89.4
 PAYEMS,2012/6/1,89.8
 PAYEMS,2012/7/1,89.9
 PAYEMS,2012/8/1,90
 PAYEMS,2012/9/1,90.1
 PAYEMS,2012/10/1,90.2
 PAYEMS,2012/11/1,90.4
 PAYEMS,2012/12/1,90.6
 PAYEMS,2013/1/1,90.4
 PAYEMS,2013/2/1,90.6
 PAYEMS,2013/3/1,90.8
 PAYEMS,2013/4/1,90.8
 PAYEMS,2013/5/1,90.8
 PAYEMS,2013/6/1,90.7
 PAYEMS,2013/7/1,90.9
 PAYEMS,2013/8/1,91.1
 PAYEMS,2013/9/1,91.1
 PAYEMS,2013/10/1,91.3
 PAYEMS,2013/11/1,91.6
 PAYEMS,2013/12/1,91.7
 PAYEMS,2014/1/1,91.7
 PAYEMS,2014/2/1,92
 PAYEMS,2014/3/1,92
 PAYEMS,2014/4/1,92
 PAYEMS,2014/5/1,92.2
 PAYEMS,2014/6/1,92.1
 PAYEMS,2014/7/1,92.2
 PAYEMS,2014/8/1,92.4
 PAYEMS,2014/9/1,92.4
 PAYEMS,2014/10/1,92.5
 PAYEMS,2014/11/1,92.7
 PAYEMS,2014/12/1,92.8
 PAYEMS,2015/1/1,93.1
 PAYEMS,2015/2/1,93.1
 PAYEMS,2015/3/1,93.4
 PAYEMS,2015/4/1,93.5
 PAYEMS,2015/5/1,93.5
 PAYEMS,2015/6/1,93.6
 PAYEMS,2015/7/1,94.1
 PAYEMS,2015/8/1,94.4
 PAYEMS,2015/9/1,94.5
 PAYEMS,2015/10/1,94.7
 PAYEMS,2015/11/1,94.6
 PAYEMS,2015/12/1,94.7
 PAYEMS,2016/1/1,95.1
 PAYEMS,2016/2/1,95.3
 PAYEMS,2016/3/1,95
 PAYEMS,2016/4/1,95.6
 PAYEMS,2016/5/1,95.5
 PAYEMS,2016/6/1,95.3
 PAYEMS,2016/7/1,95.7
 PAYEMS,2016/8/1,95.8
 PAYEMS,2016/9/1,95.9
 PAYEMS,2016/10/1,96
 PAYEMS,2016/11/1,96.1
 PAYEMS,2016/12/1,96
 PAYEMS,2017/1/1,96
 PAYEMS,2017/2/1,96
 PAYEMS,2017/3/1,96.3
 PAYEMS,2017/4/1,96
 PAYEMS,2017/5/1,96.2
 PAYEMS,2017/6/1,96.2
 PAYEMS,2017/7/1,96.2
 PAYEMS,2017/8/1,96.1
 PAYEMS,2017/9/1,96.4
 PAYEMS,2017/10/1,96.4
 PAYEMS,2017/11/1,96.4
 PAYEMS,2017/12/1,96.6
 PAYEMS,2018/1/1,96.6
 PAYEMS,2018/2/1,96.7
 PAYEMS,2018/3/1,96.7
 PAYEMS,2018/4/1,96.7
 PAYEMS,2018/5/1,96.7
 PAYEMS,2018/6/1,96.8
 PAYEMS,2018/7/1,96.8
 PAYEMS,2018/8/1,97
 PAYEMS,2018/9/1,97
 PAYEMS,2018/10/1,97.1
 PAYEMS,2018/11/1,97.2
 PAYEMS,2018/12/1,97.3
 PAYEMS,2019/1/1,97.2
 PAYEMS,2019/2/1,97.3
 PAYEMS,2019/3/1,97.4
 PAYEMS,2019/4/1,97.2
 PAYEMS,2019/5/1,97.4
 PAYEMS,2019/6/1,97.4
 PAYEMS,2019/7/1,97.6
 PAYEMS,2019/8/1,97.8
 PAYEMS,2019/9/1,97.6
 PAYEMS,2019/10/1,97.7
 PAYEMS,2019/11/1,97.8
 PAYEMS,2019/12/1,97.9
 PAYEMS,2020/1/1,98.2
 PAYEMS,2020/2/1,98
 PAYEMS,2020/3/1,97.7
 PAYEMS,2020/4/1,95.8
 PAYEMS,2020/5/1,95.4
 PAYEMS,2020/6/1,93.9
 PAYEMS,2020/7/1,93.4
 PAYEMS,2020/8/1,92.8
 PAYEMS,2020/9/1,92.7
 PAYEMS,2020/10/1,93.5
 PAYEMS,2020/11/1,93.5
 PAYEMS,2020/12/1,93.3
 PAYEMS,2021/1/1,92.9
 PAYEMS,2021/2/1,93.4
 PAYEMS,2021/3/1,93.3
 PAYEMS,2021/4/1,94
 PAYEMS,2021/5/1,94.1
 PAYEMS,2021/6/1,93.9
 PAYEMS,2021/7/1,94.7
 PAYEMS,2021/8/1,94.8
 PAYEMS,2021/9/1,94.7
 PAYEMS,2021/10/1,95.7
 PAYEMS,2021/11/1,95.6
 PAYEMS,2021/12/1,95.8
 PAYEMS,2022/1/1,95.9
 PAYEMS,2022/2/1,95.8
 PAYEMS,2022/3/1,95.8
 PAYEMS,2022/4/1,95.7
 PAYEMS,2022/5/1,95.7
 PAYEMS,2022/6/1,95.7
 PAYEMS,2022/7/1,95.6
 PAYEMS,2022/8/1,95.5
 PAYEMS,2022/9/1,95.4
 PAYEMS,2022/10/1,95.1
 PAYEMS,2022/11/1,95.1
 PAYEMS,2022/12/1,94.9
 PAYEMS,2023/1/1,94.6
 PAYEMS,2023/2/1,94.3
 PAYEMS,2023/3/1,94
 PAYEMS,2023/4/1,93.7
 PAYEMS,2023/5/1,93.6
 PAYEMS,2023/6/1,93.3
 PAYEMS,2023/7/1,92.9
 PAYEMS,2023/8/1,92.7
 PAYEMS,2023/9/1,92.8
 PAYEMS,2023/10/1,92.9
 PAYEMS,2023/11/1,92.9
 PAYEMS,2023/12/1,93.1
 PAYEMS,2024/1/1,92.7
 PAYEMS,2024/2/1,92.6
 PAYEMS,2024/3/1,92.4
 PAYEMS,2024/4/1,92.3
 PAYEMS,2024/5/1,92.3
 PAYEMS,2024/6/1,92.2
 PAYEMS,2024/7/1,92.1
CANA,1990/1/1,98.9
CANA,1990/2/1,98.5
CANA,1990/3/1,98.5
CANA,1990/4/1,98.7
CANA,1990/5/1,98.6
CANA,1990/6/1,98.9
CANA,1990/7/1,99.2
CANA,1990/8/1,98.9
CANA,1990/9/1,99.3
CANA,1990/10/1,99.4
CANA,1990/11/1,99.5
CANA,1990/12/1,99.6
CANA,1991/1/1,100.1
CANA,1991/2/1,100
CANA,1991/3/1,100
CANA,1991/4/1,100
CANA,1991/5/1,100
CANA,1991/6/1,100
CANA,1991/7/1,100
CANA,1991/8/1,99.9
CANA,1991/9/1,99.9
CANA,1991/10/1,100
CANA,1991/11/1,100.1
CANA,1991/12/1,100.1
CANA,1992/1/1,100
CANA,1992/2/1,99.9
CANA,1992/3/1,99.7
CANA,1992/4/1,99.6
CANA,1992/5/1,99.6
CANA,1992/6/1,99.7
CANA,1992/7/1,99.6
CANA,1992/8/1,99.8
CANA,1992/9/1,99.9
CANA,1992/10/1,99.7
CANA,1992/11/1,99.8
CANA,1992/12/1,99.8
CANA,1993/1/1,100.4
CANA,1993/2/1,100.5
CANA,1993/3/1,100.5
CANA,1993/4/1,100.7
CANA,1993/5/1,100.8
CANA,1993/6/1,100.7
CANA,1993/7/1,100.3
CANA,1993/8/1,100.2
CANA,1993/9/1,100.2
CANA,1993/10/1,100.3
CANA,1993/11/1,100.2
CANA,1993/12/1,100.3
CANA,1994/1/1,99.9
CANA,1994/2/1,99.7
CANA,1994/3/1,99.6
CANA,1994/4/1,99.7
CANA,1994/5/1,99.5
CANA,1994/6/1,99.3
CANA,1994/7/1,99
CANA,1994/8/1,99.1
CANA,1994/9/1,98.8
CANA,1994/10/1,99
CANA,1994/11/1,99
CANA,1994/12/1,99
CANA,1995/1/1,99.3
CANA,1995/2/1,99.2
CANA,1995/3/1,99.1
CANA,1995/4/1,99
CANA,1995/5/1,98.9
CANA,1995/6/1,98.9
CANA,1995/7/1,99.3
CANA,1995/8/1,99.3
CANA,1995/9/1,99.2
CANA,1995/10/1,98.9
CANA,1995/11/1,98.9
CANA,1995/12/1,99.1
CANA,1996/1/1,99.2
CANA,1996/2/1,99
CANA,1996/3/1,99.1
CANA,1996/4/1,99.1
CANA,1996/5/1,99
CANA,1996/6/1,99.2
CANA,1996/7/1,99.4
CANA,1996/8/1,99.3
CANA,1996/9/1,99.3
CANA,1996/10/1,99.2
CANA,1996/11/1,99.3
CANA,1996/12/1,99.5
CANA,1997/1/1,99.7
CANA,1997/2/1,99.8
CANA,1997/3/1,99.7
CANA,1997/4/1,99.8
CANA,1997/5/1,99.8
CANA,1997/6/1,99.8
CANA,1997/7/1,99.6
CANA,1997/8/1,99.4
CANA,1997/9/1,99.8
CANA,1997/10/1,99.6
CANA,1997/11/1,99.7
CANA,1997/12/1,99.9
CANA,1998/1/1,99.3
CANA,1998/2/1,99.1
CANA,1998/3/1,99.1
CANA,1998/4/1,99.2
CANA,1998/5/1,99.1
CANA,1998/6/1,99.2
CANA,1998/7/1,99.1
CANA,1998/8/1,99.1
CANA,1998/9/1,99.1
CANA,1998/10/1,99.1
CANA,1998/11/1,99.1
CANA,1998/12/1,99.1
CANA,1999/1/1,99.4
CANA,1999/2/1,99.3
CANA,1999/3/1,99.4
CANA,1999/4/1,99.1
CANA,1999/5/1,99.2
CANA,1999/6/1,99.1
CANA,1999/7/1,98.9
CANA,1999/8/1,99
CANA,1999/9/1,98.8
CANA,1999/10/1,98.7
CANA,1999/11/1,98.6
CANA,1999/12/1,98.7
CANA,2000/1/1,98.8
CANA,2000/2/1,98.9
CANA,2000/3/1,99
CANA,2000/4/1,99
CANA,2000/5/1,98.8
CANA,2000/6/1,99.1
CANA,2000/7/1,99.1
CANA,2000/8/1,99.2
CANA,2000/9/1,98.9
CANA,2000/10/1,99
CANA,2000/11/1,99.1
CANA,2000/12/1,99
CANA,2001/1/1,98.7
CANA,2001/2/1,98.6
CANA,2001/3/1,98.7
CANA,2001/4/1,98.1
CANA,2001/5/1,97.7
CANA,2001/6/1,97.4
CANA,2001/7/1,97.3
CANA,2001/8/1,96.8
CANA,2001/9/1,96.6
CANA,2001/10/1,96.1
CANA,2001/11/1,95.7
CANA,2001/12/1,95.5
CANA,2002/1/1,95.3
CANA,2002/2/1,94.9
CANA,2002/3/1,94.9
CANA,2002/4/1,94.6
CANA,2002/5/1,94.5
CANA,2002/6/1,94.3
CANA,2002/7/1,94.3
CANA,2002/8/1,94.2
CANA,2002/9/1,94.2
CANA,2002/10/1,94.2
CANA,2002/11/1,94
CANA,2002/12/1,93.8
CANA,2003/1/1,93.6
CANA,2003/2/1,93.6
CANA,2003/3/1,93.3
CANA,2003/4/1,93
CANA,2003/5/1,92.7
CANA,2003/6/1,92.5
CANA,2003/7/1,92.3
CANA,2003/8/1,92.2
CANA,2003/9/1,92.2
CANA,2003/10/1,91.9
CANA,2003/11/1,91.9
CANA,2003/12/1,91.8
CANA,2004/1/1,91.8
CANA,2004/2/1,91.6
CANA,2004/3/1,91.5
CANA,2004/4/1,91.5
CANA,2004/5/1,91.4
CANA,2004/6/1,91.3
CANA,2004/7/1,91.1
CANA,2004/8/1,91
CANA,2004/9/1,90.8
CANA,2004/10/1,90.8
CANA,2004/11/1,90.7
CANA,2004/12/1,90.9
CANA,2005/1/1,90.8
CANA,2005/2/1,90.7
CANA,2005/3/1,90.6
CANA,2005/4/1,90.4
CANA,2005/5/1,90.3
CANA,2005/6/1,90.3
CANA,2005/7/1,90.1
CANA,2005/8/1,90
CANA,2005/9/1,89.9
CANA,2005/10/1,89.9
CANA,2005/11/1,89.9
CANA,2005/12/1,89.7
CANA,2006/1/1,90.1
CANA,2006/2/1,90
CANA,2006/3/1,90.1
CANA,2006/4/1,90.1
CANA,2006/5/1,90.2
CANA,2006/6/1,90.2
CANA,2006/7/1,90.1
CANA,2006/8/1,90.2
CANA,2006/9/1,90.1
CANA,2006/10/1,90.2
CANA,2006/11/1,90.2
CANA,2006/12/1,90.2
CANA,2007/1/1,90.2
CANA,2007/2/1,90.3
CANA,2007/3/1,90.4
CANA,2007/4/1,90.3
CANA,2007/5/1,90.4
CANA,2007/6/1,90.5
CANA,2007/7/1,90.5
CANA,2007/8/1,90.6
CANA,2007/9/1,90.8
CANA,2007/10/1,90.7
CANA,2007/11/1,90.8
CANA,2007/12/1,90.9
CANA,2008/1/1,91.1
CANA,2008/2/1,91.2
CANA,2008/3/1,91.3
CANA,2008/4/1,91.2
CANA,2008/5/1,91.2
CANA,2008/6/1,91.4
CANA,2008/7/1,91.6
CANA,2008/8/1,91.6
CANA,2008/9/1,91.5
CANA,2008/10/1,91.8
CANA,2008/11/1,91.8
CANA,2008/12/1,91.9
CANA,2009/1/1,91.9
CANA,2009/2/1,92
CANA,2009/3/1,92
CANA,2009/4/1,91.8
CANA,2009/5/1,91.6
CANA,2009/6/1,91.8
CANA,2009/7/1,91.8
CANA,2009/8/1,91.4
CANA,2009/9/1,91.8
CANA,2009/10/1,91.8
CANA,2009/11/1,91.8
CANA,2009/12/1,91.7
CANA,2010/1/1,91.6
CANA,2010/2/1,91.7
CANA,2010/3/1,91.8
CANA,2010/4/1,91.2
CANA,2010/5/1,91.2
CANA,2010/6/1,91.5
CANA,2010/7/1,91.1
CANA,2010/8/1,90.8
CANA,2010/9/1,91.6
CANA,2010/10/1,91.3
CANA,2010/11/1,91.2
CANA,2010/12/1,91.3
CANA,2011/1/1,91.5
CANA,2011/2/1,91.6
CANA,2011/3/1,91.6
CANA,2011/4/1,91.7
CANA,2011/5/1,91.8
CANA,2011/6/1,91.9
CANA,2011/7/1,92
CANA,2011/8/1,92
CANA,2011/9/1,92.3
CANA,2011/10/1,92.4
CANA,2011/11/1,92.3
CANA,2011/12/1,92.4
CANA,2012/1/1,92.3
CANA,2012/2/1,92.5
CANA,2012/3/1,92.6
CANA,2012/4/1,93.1
CANA,2012/5/1,93.2
CANA,2012/6/1,93.4
CANA,2012/7/1,93.5
CANA,2012/8/1,93.5
CANA,2012/9/1,93.7
CANA,2012/10/1,93.7
CANA,2012/11/1,93.8
CANA,2012/12/1,93.9
CANA,2013/1/1,93.6
CANA,2013/2/1,93.8
CANA,2013/3/1,93.9
CANA,2013/4/1,93.8
CANA,2013/5/1,93.8
CANA,2013/6/1,93.7
CANA,2013/7/1,93.7
CANA,2013/8/1,93.8
CANA,2013/9/1,93.8
CANA,2013/10/1,94
CANA,2013/11/1,94.2
CANA,2013/12/1,94.1
CANA,2014/1/1,94
CANA,2014/2/1,94.2
CANA,2014/3/1,94.1
CANA,2014/4/1,94.2
CANA,2014/5/1,94.3
CANA,2014/6/1,94.2
CANA,2014/7/1,94.4
CANA,2014/8/1,94.3
CANA,2014/9/1,94.4
CANA,2014/10/1,94.4
CANA,2014/11/1,94.5
CANA,2014/12/1,94.6
CANA,2015/1/1,94.9
CANA,2015/2/1,94.8
CANA,2015/3/1,94.9
CANA,2015/4/1,95.1
CANA,2015/5/1,95
CANA,2015/6/1,95
CANA,2015/7/1,95.1
CANA,2015/8/1,95.2
CANA,2015/9/1,95.3
CANA,2015/10/1,95.3
CANA,2015/11/1,95.3
CANA,2015/12/1,95.4
CANA,2016/1/1,95.7
CANA,2016/2/1,95.7
CANA,2016/3/1,95.8
CANA,2016/4/1,95.9
CANA,2016/5/1,95.8
CANA,2016/6/1,95.8
CANA,2016/7/1,96
CANA,2016/8/1,96.1
CANA,2016/9/1,96.2
CANA,2016/10/1,96.2
CANA,2016/11/1,96.2
CANA,2016/12/1,96.2
CANA,2017/1/1,96.3
CANA,2017/2/1,96.3
CANA,2017/3/1,96.3
CANA,2017/4/1,96.1
CANA,2017/5/1,96.1
CANA,2017/6/1,96
CANA,2017/7/1,96
CANA,2017/8/1,96
CANA,2017/9/1,96
CANA,2017/10/1,96
CANA,2017/11/1,96
CANA,2017/12/1,96
CANA,2018/1/1,96
CANA,2018/2/1,96
CANA,2018/3/1,96.1
CANA,2018/4/1,96.1
CANA,2018/5/1,96.2
CANA,2018/6/1,96.2
CANA,2018/7/1,96.3
CANA,2018/8/1,96.5
CANA,2018/9/1,96.4
CANA,2018/10/1,96.4
CANA,2018/11/1,96.5
CANA,2018/12/1,96.5
CANA,2019/1/1,96.5
CANA,2019/2/1,96.6
CANA,2019/3/1,96.6
CANA,2019/4/1,96.7
CANA,2019/5/1,96.7
CANA,2019/6/1,96.6
CANA,2019/7/1,96.9
CANA,2019/8/1,97
CANA,2019/9/1,96.9
CANA,2019/10/1,96.9
CANA,2019/11/1,96.9
CANA,2019/12/1,96.9
CANA,2020/1/1,96.9
CANA,2020/2/1,96.8
CANA,2020/3/1,96.6
CANA,2020/4/1,95.9
CANA,2020/5/1,96.3
CANA,2020/6/1,94.8
CANA,2020/7/1,95.1
CANA,2020/8/1,95.1
CANA,2020/9/1,94.8
CANA,2020/10/1,94.7
CANA,2020/11/1,94.5
CANA,2020/12/1,94.7
CANA,2021/1/1,95
CANA,2021/2/1,94.6
CANA,2021/3/1,94.4
CANA,2021/4/1,94.3
CANA,2021/5/1,94.1
CANA,2021/6/1,94.1
CANA,2021/7/1,94.5
CANA,2021/8/1,94.3
CANA,2021/9/1,94.5
CANA,2021/10/1,94.7
CANA,2021/11/1,94.6
CANA,2021/12/1,94.8
CANA,2022/1/1,94.9
CANA,2022/2/1,94.6
CANA,2022/3/1,94.6
CANA,2022/4/1,94.4
CANA,2022/5/1,94.5
CANA,2022/6/1,94.5
CANA,2022/7/1,94.5
CANA,2022/8/1,94.5
CANA,2022/9/1,94.4
CANA,2022/10/1,94.3
CANA,2022/11/1,94.4
CANA,2022/12/1,94.3
CANA,2023/1/1,94.4
CANA,2023/2/1,94.2
CANA,2023/3/1,94
CANA,2023/4/1,93.9
CANA,2023/5/1,93.7
CANA,2023/6/1,93.6
CANA,2023/7/1,93.5
CANA,2023/8/1,93.4
CANA,2023/9/1,93.4
CANA,2023/10/1,93.4
CANA,2023/11/1,93.4
CANA,2023/12/1,93.5
CANA,2024/1/1,93.2
CANA,2024/2/1,93.2
CANA,2024/3/1,93
CANA,2024/4/1,93
CANA,2024/5/1,92.9
CANA,2024/6/1,92.8
CANA,2024/7/1,92.7
