symbol,observation_date,VALUE
CN,2021/4/1,189.5
CN,2021/7/1,190.7
CN,2021/10/1,194.1
CN,2022/1/1,202
CN,2022/4/1,205.6
CN,2022/7/1,215.2
CN,2022/10/1,220.1
CN,2023/1/1,224.9
CN,2023/4/1,227.4
CN,2023/7/1,231.9
PN,1990/1/1,100
PN,1990/4/1,97
PN,1990/7/1,76.9
PN,1990/10/1,66.1
PN,1991/1/1,59.9
PN,1991/4/1,57.3
PN,1991/7/1,66.1
PN,1991/10/1,60.6
PN,1992/1/1,55.5
PN,1992/4/1,66.6
PN,1992/7/1,66.8
PN,1992/10/1,57.5
PN,1993/1/1,62.1
PN,1993/4/1,75.6
PN,1993/7/1,64.7
PN,1993/10/1,70
PN,1994/1/1,74.4
PN,1994/4/1,78.4
PN,1994/7/1,82.6
PN,1994/10/1,93.7
PN,1995/1/1,99.2
PN,1995/4/1,93.2
PN,1995/7/1,86.6
PN,1995/10/1,81.8
PN,1996/1/1,86.6
PN,1996/4/1,80.5
PN,1996/7/1,84
PN,1996/10/1,73.8
PN,1997/1/1,73.9
PN,1997/4/1,76.7
PN,1997/7/1,78.4
PN,1997/10/1,80.9
PN,1998/1/1,72.6
PN,1998/4/1,61.1
PN,1998/7/1,55.1
PN,1998/10/1,53.4
PN,1999/1/1,47.4
PN,1999/4/1,39
PN,1999/7/1,40.3
PN,1999/10/1,43.6
PN,2000/1/1,36.4
PN,2000/4/1,47.8
PN,2000/7/1,68.2
PN,2000/10/1,67.1
PN,2001/1/1,63.7
PN,2001/4/1,58.3
PN,2001/7/1,53.4
PN,2001/10/1,48.2
PN,2002/1/1,42.8
PN,2002/4/1,36.3
PN,2002/7/1,40.9
PN,2002/10/1,49.4
PN,2003/1/1,54.5
PN,2003/4/1,46.8
PN,2003/7/1,44.6
PN,2003/10/1,42.2
PN,2004/1/1,41.7
PN,2004/4/1,47.5
PN,2004/7/1,56
PN,2004/10/1,59.8
PN,2005/1/1,61.5
PN,2005/4/1,59
PN,2005/7/1,68.6
PN,2005/10/1,84.6
PN,2006/1/1,116.2
PN,2006/4/1,113.3
PN,2006/7/1,93.2
PN,2006/10/1,79.1
PN,2007/1/1,72.1
PN,2007/4/1,63.3
PN,2007/7/1,66.5
PN,2007/10/1,68.7
PN,2008/1/1,86.4
PN,2008/4/1,80.4
PN,2008/7/1,92.6
PN,2008/10/1,78.9
PN,2009/1/1,87.1
PN,2009/4/1,103.1
PN,2009/7/1,142.6
PN,2009/10/1,160.4
PN,2010/1/1,140.5
PN,2010/4/1,109.4
PN,2010/7/1,133.5
PN,2010/10/1,184.3
PN,2011/1/1,192.4
PN,2011/4/1,160
PN,2011/7/1,192.4
PN,2011/10/1,168.1
PN,2012/1/1,161.3
PN,2012/4/1,142.3
PN,2012/7/1,143.9
PN,2012/10/1,133.4
PN,2013/1/1,125.4
PN,2013/4/1,117.9
PN,2013/7/1,117.7
PN,2013/10/1,120.3
PN,2014/1/1,114.3
PN,2014/4/1,123.9
PN,2014/7/1,120
PN,2014/10/1,107.2
PN,2015/1/1,96
PN,2015/4/1,85.4
PN,2015/7/1,78.6
PN,2015/10/1,99.1
PN,2016/1/1,97.5
PN,2016/4/1,115.5
PN,2016/7/1,138.3
PN,2016/10/1,141.8
PN,2017/1/1,133.6
PN,2017/4/1,103.1
PN,2017/7/1,94.8
PN,2017/10/1,98.8
PN,2018/1/1,91.4
PN,2018/4/1,80.9
PN,2018/7/1,73.4
PN,2018/10/1,87.3
PN,2019/1/1,86.2
PN,2019/4/1,83.3
PN,2019/7/1,78.9
PN,2019/10/1,87.1
PN,2020/1/1,92.9
PN,2020/4/1,73.6
PN,2020/7/1,84.1
PN,2020/10/1,99.4
PN,2021/1/1,110.3
PN,2021/4/1,114.7
PN,2021/7/1,127.6
PN,2021/10/1,132.5
PN,2022/1/1,126.3
PN,2022/4/1,130.8
PN,2022/7/1,123.6
PN,2022/10/1,130.8
PN,2023/1/1,141.1
PN,2023/4/1,170
PN,2023/7/1,169.3
