symbol,observation_date,VALUE
CN,2021/4/1,189.5
CN,2021/7/1,190.7
CN,2021/10/1,194.1
CN,2022/1/1,202
CN,2022/4/1,205.6
CN,2022/7/1,215.2
CN,2022/10/1,220.1
CN,2023/1/1,224.9
CN,2023/4/1,227.4
CN,2023/7/1,231.9
PB,1990/1/1,100
PB,1990/4/1,101.7
PB,1990/7/1,100.6
PB,1990/10/1,99.2
PB,1991/1/1,93
PB,1991/4/1,91.9
PB,1991/7/1,93.6
PB,1991/10/1,93.5
PB,1992/1/1,92.5
PB,1992/4/1,91
PB,1992/7/1,92
PB,1992/10/1,92.2
PB,1993/1/1,91.2
PB,1993/4/1,92.7
PB,1993/7/1,94.6
PB,1993/10/1,94.6
PB,1994/1/1,94.8
PB,1994/4/1,95.9
PB,1994/7/1,95.5
PB,1994/10/1,94.1
PB,1995/1/1,97.5
PB,1995/4/1,99.9
PB,1995/7/1,102.4
PB,1995/10/1,98.2
PB,1996/1/1,97.2
PB,1996/4/1,97.3
PB,1996/7/1,95.7
PB,1996/10/1,95.8
PB,1997/1/1,94.3
PB,1997/4/1,93.6
PB,1997/7/1,95.7
PB,1997/10/1,95
PB,1998/1/1,94.1
PB,1998/4/1,96.2
PB,1998/7/1,96.1
PB,1998/10/1,94.5
PB,1999/1/1,96.8
PB,1999/4/1,97.6
PB,1999/7/1,92.1
PB,1999/10/1,78.4
PB,2000/1/1,76.5
PB,2000/4/1,82.9
PB,2000/7/1,82.4
PB,2000/10/1,93.1
PB,2001/1/1,92.9
PB,2001/4/1,91.9
PB,2001/7/1,91.6
PB,2001/10/1,92
PB,2002/1/1,89.7
PB,2002/4/1,85.7
PB,2002/7/1,90.9
PB,2002/10/1,95.2
PB,2003/1/1,95.6
PB,2003/4/1,94.2
PB,2003/7/1,91.7
PB,2003/10/1,89.6
PB,2004/1/1,89.7
PB,2004/4/1,89
PB,2004/7/1,88.1
PB,2004/10/1,88.4
PB,2005/1/1,88.6
PB,2005/4/1,92.3
PB,2005/7/1,89.2
PB,2005/10/1,93.7
PB,2006/1/1,101.5
PB,2006/4/1,101.2
PB,2006/7/1,93.3
PB,2006/10/1,85.8
PB,2007/1/1,88.4
PB,2007/4/1,91
PB,2007/7/1,92
PB,2007/10/1,87.1
PB,2008/1/1,87.9
PB,2008/4/1,91
PB,2008/7/1,99.6
PB,2008/10/1,89.5
PB,2009/1/1,87.7
PB,2009/4/1,95.4
PB,2009/7/1,108.5
PB,2009/10/1,128.5
PB,2010/1/1,125.5
PB,2010/4/1,113.8
PB,2010/7/1,137.3
PB,2010/10/1,159.5
PB,2011/1/1,167.1
PB,2011/4/1,151.2
PB,2011/7/1,168
PB,2011/10/1,162.4
PB,2012/1/1,147.9
PB,2012/4/1,131.2
PB,2012/7/1,119.8
PB,2012/10/1,99.9
PB,2013/1/1,94.9
PB,2013/4/1,87.3
PB,2013/7/1,91.2
PB,2013/10/1,92.9
PB,2014/1/1,96.7
PB,2014/4/1,109
PB,2014/7/1,114.2
PB,2014/10/1,109.4
PB,2015/1/1,106.8
PB,2015/4/1,106.3
PB,2015/7/1,105.9
PB,2015/10/1,109.6
PB,2016/1/1,111.6
PB,2016/4/1,119.1
PB,2016/7/1,121.9
PB,2016/10/1,124.5
PB,2017/1/1,129.4
PB,2017/4/1,122.2
PB,2017/7/1,113.3
PB,2017/10/1,116.9
PB,2018/1/1,110.8
PB,2018/4/1,107.9
PB,2018/7/1,110.2
PB,2018/10/1,108.6
PB,2019/1/1,111.6
PB,2019/4/1,114.5
PB,2019/7/1,110.9
PB,2019/10/1,113.9
PB,2020/1/1,114.5
PB,2020/4/1,112.1
PB,2020/7/1,116.4
PB,2020/10/1,122.4
PB,2021/1/1,127.9
PB,2021/4/1,139.2
PB,2021/7/1,154
PB,2021/10/1,159.7
PB,2022/1/1,154.2
PB,2022/4/1,157.1
PB,2022/7/1,151.5
PB,2022/10/1,154.1
PB,2023/1/1,160.1
PB,2023/4/1,179.7
PB,2023/7/1,175.1
